filename,bucket,grade_semester,renjiao_hint,safety,beishida_unit,confidence,rule_id,audit_note,chars
7202449448654409016.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '6shang': 1, '1shang': 0}",613
7202809347221605693.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",1484
7202812921380998456.md,shell,,,N/A,,high,shell-empty,空壳遗留,164
7202822444544019745.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",771
7202842593233734972.md,shell,,,N/A,,high,shell-empty,空壳遗留,135
7203179207441173818.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",691
7203188567097494841.md,shell,,,N/A,,high,shell-empty,空壳遗留,131
7203549609858223418.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",222
7203574855755746620.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",198
7203584399118454028.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '2shang': 1, '2xia': 1}",802
7203642962163535159.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",767
7203646074131713341.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",203
7203915974112726331.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",1023
7204672620971691319.md,shell,,,N/A,,high,shell-empty,空壳遗留,155
7204687644138294588.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '1shang': 0}",708
7204714031960034616.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",203
7205038941735619896.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",826
7205194932167003448.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",662
7205413134725549373.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",743
7205445694512024889.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",470
7205562034774183205.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",664
7205796383679352122.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",725
7206155401463598397.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",713
7206590405406706999.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",667
7206927214552567095.md,keep,2上,内容审查→2上（得分1）,绿,,low,content-audit-douyin,"top_scores={'2shang': 1, '1shang': 0, '1xia': 0}",649
7207227315950980389.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",170
7207235986747608375.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",362
7207282296586652965.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",785
7207397506349632805.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",660
7207639369216167224.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",629
7208013272975559973.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",666
7208136676890201400.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",709
7208370683515129145.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",203
7208382258590272824.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",919
7208467098786401591.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '6shang': 1}",509
7208515090193108261.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",523
7208778235679624505.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",603
7208800943159266615.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",304
7209075510553349409.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",641
7209442800264334603.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '2shang': 1, '5shang': 1}",1075
7209534205976448313.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",555
7209984127393729796.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",356
7210005710963330342.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '1shang': 0, '1xia': 0}",261
7210189883061587237.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",387
7210357255294733623.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 5, '1shang': 0}",504
7210562606833143100.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",499
7210917941477395770.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",700
7211049431267822886.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",449
7211137055089265976.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",397
7211288792299212065.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",445
7211387027709791543.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",514
7211705688790273317.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",579
7211806517681605943.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '2shang': 1, '1shang': 0}",671
7212050057271561504.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",384
7212158531145911590.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",389
7212414204458847548.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4shang': 4, '5shang': 1}",717
7212507060871646520.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",600
7212761164877516093.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",764
7212919963634486583.md,keep,4上,内容审查→4上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '6shang': 5}",534
7213141526501772599.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",501
7213221341934161210.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '1shang': 0}",844
7213338125769231619.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",505
7213514488656579873.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",440
7213592807284460838.md,keep,2下,内容审查→2下（得分1）,绿,,low,content-audit-douyin,"top_scores={'2xia': 1, '6shang': 1, '1shang': 0}",536
7213678617530879288.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",520
7213882216122797349.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",553
7213988650680388921.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",632
7214104523227319611.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",580
7214269274548997437.md,keep,4下,内容审查→4下（得分6·六上簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 6, '6shang': 6, '4shang': 5}",759
7214380957170781496.md,keep,4上,内容审查→4上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '6shang': 5, '1shang': 0}",586
7214638809554701625.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",832
7214726776902176032.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",717
7214997210600082691.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '4xia': 5, '1shang': 0}",682
7215152223091739916.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",604
7215357822777822523.md,keep,4上,内容审查→4上（得分11·小数簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 11, '4xia': 5, '1shang': 0}",483
7215490232521608480.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",490
7215552311249079610.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",634
7215728919406791996.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",376
7215803432723057975.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '6shang': 1}",629
7216107507947801894.md,keep,4上,内容审查→4上（得分4·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 4, '5shang': 1, '1shang': 0}",502
7216186228545260857.md,keep,4下,内容审查→4下（得分4·方程/倒推簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 4, '1shang': 0, '1xia': 0}",462
7216465368053746999.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",477
7216569787143572796.md,keep,3上,内容审查→3上（得分4·三上簇）,绿,,high,content-audit-douyin,"top_scores={'3shang': 4, '3xia': 1, '6shang': 1}",680
7216696252820442423.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '1shang': 0}",569
7216851206549900601.md,keep,4上,内容审查→4上（得分5·图形/鸡兔簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '4xia': 5, '6shang': 1}",715
7216992233218673975.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '1shang': 0, '1xia': 0}",515
7217239662622969126.md,keep,6上,内容审查→6上（得分5·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 5, '1shang': 0, '1xia': 0}",844
7217587494873746725.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",464
7217971574593375527.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",549
7218335712054086967.md,keep,4下,内容审查→4下（得分9·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 9, '6shang': 5, '5shang': 1}",691
7218703373359516960.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",362
7219077457012378884.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",489
7219446351480819003.md,keep,4下,内容审查→4下（得分5·方程/倒推簇）,红,五_认识方程,high,content-audit-douyin,"top_scores={'4xia': 5, '1shang': 0, '1xia': 0}",548
7219833191710985483.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",556
7220184386292043041.md,keep,3上,内容审查→3上（得分1）,绿,,low,content-audit-douyin,"top_scores={'3shang': 1, '1shang': 0, '1xia': 0}",557
7220553622357019960.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",754
7220925671470566712.md,keep,4下,内容审查→4下（得分5·图形/鸡兔簇）,黄,四下综合,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 1, '1shang': 0}",811
7221300685499813175.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",584
7221670551759244576.md,keep,4上,内容审查→4上（得分1·默认4上）,绿,,low,content-audit-douyin,"top_scores={'1shang': 0, '1xia': 0, '2shang': 0}",510
7222053113421778232.md,keep,4下,内容审查→4下（得分5·六上簇）,黄,二_认识三角形和四边形,high,content-audit-douyin,"top_scores={'4xia': 5, '6shang': 5, '1shang': 0}",733
7222419929906105637.md,keep,6上,内容审查→6上（得分1）,绿,,low,content-audit-douyin,"top_scores={'6shang': 1, '1shang': 0, '1xia': 0}",588
7222789008802254135.md,keep,4上,内容审查→4上（得分5·运算/除法簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",711
7223170295320907068.md,keep,6上,内容审查→6上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'6shang': 6, '5shang': 5, '3shang': 4}",510
7223529400439016707.md,keep,5上,内容审查→5上（得分6·六上簇）,绿,,high,content-audit-douyin,"top_scores={'5shang': 6, '6shang': 5, '1shang': 0}",644
7223893914145639717.md,keep,4上,内容审查→4上（得分5·线与角簇）,绿,,high,content-audit-douyin,"top_scores={'4shang': 5, '1shang': 0, '1xia': 0}",701
7224270892564614439.md,keep,4上,内容审查→4上（得分3）,绿,,medium,content-audit-douyin,"top_scores={'4shang': 3, '1shang': 0, '1xia': 0}",488
